Symbol,CIK
ispc,1558569
ispo,1820566
ispow,1820566
isrg,1035267
isrl,1915328
issc,836690
istr,1602658
isun,1634447
itaqw,1841586
itci,1567514
iti,350868
itic,720858
itos,1808865
itri,780571
itrm,1659323
itrn,1337117
iva,1756594
ivac,1001902
ivca,1852889
ivcaw,1852889
ivcb,1857410
ivcp,1845123
ivcpu,1845123
ivda,1397183
ivdaw,1397183
ivvd,1832038
ixaq,1852019
ixaqu,1852019
ixaqw,1852019
ixhl,1873875
izea,1495231
izm,1854572
jack,807882
jagx,1585608
jakk,1009829
jamf,1721947
jan,862861
janx,1817713
jaqc,1817868
jaqcu,1817868
jazz,1232524
jbht,728535
jblu,1158463
jbss,880117
jcse,1905511
jctcf,885307
jd,1549802
jewl,1884072
jfbr,1885408
jfbrw,1885408
jfin,1743102
jfu,1619544
jg,1737339
jggc,1857518
jggcr,1857518
jggcw,1857518
jjsf,785956
jkhy,779152
jmsb,1710482
joan,1834585
jout,788329
jrsh,1696558
jrvr,1620459
jsm,1593538
jspr,1788028
jsprw,1788028
jupw,1760903
jupww,1760903
jva,1007019
jwel,1805594
jynt,1612630
jz,1852440
jzxn,1816172
kaclw,1865468
kala,1479419
kalu,811596
kalv,1348911
karo,1828102
kavl,1762239
kbnt,1729750
kc,1795589
kdp,1418135
ke,1606757
kelya,55135
kelyb,55135
kequ,55529
kern,1755953
kernw,1755953
kffb,1297341
kfrc,930420
khc,1637459
kids,1425450
kins,33992
kirk,1056285
kitt,1849820
kittw,1849820
klac,319201
klic,56978
kltr,1432133
klxe,1738827
kmda,1567529
kndi,1316517
knsa,1730430
knte,1797768
kod,1468748
kopn,771266
koss,56701
kplt,1785424
kpltw,1785424
kprx,1372514
kpti,1503802
krkr,1779476
krmd,704440
krnl,1832950
krnlw,1832950
krnt,1625791
krny,1617242
kron,1741830
kros,1664710
krt,1758021
krtx,1771917
krus,1772177
krys,1711279
kscp,1600983
ktcc,719733
ktos,1069258
ktra,1498382
ktta,1841330
kttaw,1841330
kura,1422143
kvhi,1007587
kvsa,1841873
kwe,1889823
kxin,1713539
kych,1865701
kychw,1865701
kymr,1815442
kzia,1075880
kzr,1645666
lab,1162194
labp,1785345
lake,798081
lamr,1090425
lanc,57515
land,1495240
landm,1495240
lando,1495240
lark,1141688
lasr,1124796
latg,1868269
laur,912766
lazr,1758057
lazy,1721741
lbai,846901
lbbb,1867287
lbbbr,1867287
lbbbu,1867287
lbbbw,1867287
lbc,1475348
lbph,1832168
lbrda,1611983
lbrdk,1611983
lbrdp,1611983
lbtya,1570585
lbtyb,1570585
lbtyk,1570585
lca,1844642
lcaa,1841024
lcaaw,1841024
lcahw,1844642
lcfy,1875547
lcid,1811210
lcnb,1074902
lcut,874396
le,799288
leco,59527
leds,1333822
lee,58361
legh,1436208
legn,1801198
lesl,1821806
lexx,1348362
lexxw,1348362
lfac,1851266
lfacw,1851266
lfly,1785592
lflyw,1785592
lfmd,948320
lfmdp,948320
lfst,1845257
lfus,889331
lfvn,849146
lghl,1806524
lghlw,1806524
lgih,1580670
lgmk,1566826
lgnd,886163
lgo,1400438
lgstu,1860871
lgstw,1860871
lgvc,1879297
lgvcw,1879297
lgvn,1721484
li,1791706
lian,1831283
liby,1880151
libyu,1880151
licn,1876766
lidr,1818644
lidrw,1818644
life,1339970
lila,1712184
lilak,1712184
lilm,1855756
lilmw,1855756
linc,1286613
lind,1512499
link,828146
lipo,1347242
liqt,1307579
lite,1633978
litm,1769697
livb,1875257
livbu,1875257
live,1045742
livn,1639691
lixt,1335105
lizi,1783407
lkco,1487839
lkfn,721994
lkq,1065696
lmat,1158895
lmb,1606163
lmdx,1685428
lmfa,1640384
lmnl,1351172
lmnr,1342423
lnkb,1756701
lnsr,1320350
lnt,352541
lnth,1521036
lnw,750004
loan,1080340
loco,1606366
logi,1032975
loop,1504678
lope,1434588
love,1701758
lpcn,1535955
lpla,1397911
lpro,1806201
lpsn,1102993
lpth,889971
lptx,1509745
lqda,1819576
lqdt,1235468
lrcx,707549
lrfc,1571329
lrmr,1374690
lsak,1041514
lsbk,1341318
lscc,855658
lsdi,1865127
lsea,1721386
lseaw,1721386
lsta,320017
lstr,853816
lsxma,1560385
lsxmb,1560385
lsxmk,1560385
ltbr,1084554
ltrn,1763950
ltrpa,1606745
ltrpb,1606745
ltrx,1114925
ltry,1673481
ltryw,1673481
lucd,1799011
lucy,1808377
lucyw,1808377
lulu,1397187
lumo,1126234
luna,1239819
lung,1127537
lvlu,1780201
lvo,1491419
lvox,1723648
lvoxw,1723648
lvtx,1840748
lway,814586
lwlg,1325964
lx,1708259
lxeh,1814067
lxrx,1062822
lyel,1806952
lyft,1759509
lyra,1327273
lyt,1816319
lyts,763532
lz,1286139
maca,1835416
macaw,1835416
mack,1274792
manh,1056696
maps,1779474
mapsw,1779474
maqc,1844419
maqcw,1844419
mar,1048286
mara,1507605
mark,1368365
marps,62362
masi,937556
mass,1555279
mat,63276
matw,63296
maxn,1796898
mays,54187
mbcn,836147
mbin,1629019
mbinn,1629019
mbino,1629019
mbinp,1629019
mbio,1680048
mbnkp,1000209
mbot,883975
mbrx,1659617
mbtc,1837344
mbuu,1590976
mbwm,1042729
mcaa,1856995
mcaaw,1856995
mcac,1895249
mcacr,1895249
mcacw,1895249
mcaf,1853774
mcag,1859035
mcbc,1053584
mcbs,1747068
mcft,1638290
mchp,827054
mchx,1224133
mcld,1756499
mcrb,1609809
mcri,907242
mcvt,1425355
mdb,1441816
mdgl,1157601
mdgs,1618500
mdia,1784254
mdjh,1741534
mdlz,1103982
mdna,1807983
mdrr,1654595
mdrrp,1654595
mdrx,1124804
mdvl,1402479
mdwd,1593984
mdwt,355379
mdxg,1376339
mdxh,1872529
me,1804591
medp,1668397
meds,1382574
megl,1881472
meip,1262104
meli,1099590
meoh,886977
merc,1333274
mesa,810332
meso,1345099
meta,1326801
metc,1687187
metcl,1687187
metx,1796514
metxw,1796514
mf,1851682
mfh,1527762
mfic,1278752
mfin,1000209
mgam,1886362
mgee,1161728
mgic,876779
mgni,1595974
mgnx,1125345
mgpi,835011
mgrc,752714
mgtx,1735438
mgyr,1337068
mhld,1412100
mhua,1835615
mics,923601
midd,769520
migi,1218683
mind,926423
mindp,926423
minm,1467761
mirm,1759425
miro,1527096
mist,1408443
mita,1847440
mitau,1847440
mitk,807863
mksi,1049502
mktw,1805651
mktx,1278021
mlab,724004
mlco,1381640
mlkn,66382
mltx,1821586
mmat,1431959
mmlp,1176334
mmsi,856982
mmv,1874074
mmyt,1495153
mndo,1119083
mndy,1845338
mnkd,899460
mnmd,1813814
mnov,1226616
mnpr,1645469
mnro,876427
mnsb,1693577
mnsbp,1693577
mnst,865752
mntk,1826600
mnts,1781162
mntsw,1781162
mntx,1302028
mob,1898643
mobbw,1898643
mobq,1084267
mobqw,1084267
mobv,1931691
mobvu,1931691
modd,1074871
modv,1220754
mofg,1412665
mogo,1602842
moln,1745114
momo,1610601
mond,1828852
mor,1340243
morf,1679363
morn,1289419
mots,1686850
move,1734750
moxc,1864055
mpaa,918251
mpb,879635
mpra,1853436
mpwr,1280452
mq,1522540
mrai,1844392
mram,1438423
mrbk,1750735
mrcc,1512931
mrcy,1049521
mreo,1719714
mrin,1389002
mrkr,1094038
mrm,1819704
mrna,1682852
mrns,1267813
mrsn,1442836
mrtn,799167
mrtx,1576263
mrus,1651311
mrvi,1823239
mrvl,1835632
msbi,1466026
msbip,1466026
msex,66004
msft,789019
msgm,1821175
mssa,1882464
mssar,1882464
mssau,1882464
mssaw,1882464
mstr,1050446
mtc,1742518
mtch,891103
mtek,1872964
mtekw,1872964
mtem,1183765
mtex,1056358
mtls,1091223
mtrx,866273
mtsi,1493594
mttr,1819394
mu,723125
muln,1499961
murf,1896212
murfw,1896212
mvbf,1277902
mvis,65770
mvst,1760689
mvstw,1760689
mxct,1287098
mxl,1288469
myfw,1327607
mygn,899923
mymd,1321834
myna,1850453
mynz,1874252
myps,1823878
mypsw,1823878
myrg,700923
mysz,1211805
na,1872302
naas,1712178
naii,787253
nams,1936258
naov,1326706
nari,1531048
nath,69733
nati,935494
natr,275053
naut,1808805
navi,1593538
nbix,914475
nbse,1173281
nbst,1831978
nbtb,790359
nbtx,1760854
ncac,1849475
ncacw,1849475
ncmi,1377630
ncna,1709626
ncno,1902733
ncpl,1414767
ncplw,1414767
ncra,1756180
ncsm,1692427
ncty,1296774
ndaq,1120193
ndls,1275158
ndra,1681682
ndsn,72331
necb,1847398
negg,1474627
neo,1077183
neog,711377
neon,87050
neov,1748137
neovw,1748137
neph,1196298
nept,1401395
nerv,1598646
newt,1587987
newtl,1587987
newtz,1587987
nexi,1538210
next,1612720
nfbk,1493225
nfe,1749723
nflx,1065280
ngm,1426332
ngms,1821349
nhtc,912061
nice,1003935
nick,1000045
nisn,1603993
niu,1744781
nkla,1731289
nksh,796534
nktr,906709
nktx,1787400
nlsp,1783036
nlspw,1783036
nltx,1404644
nmfc,1496099
nmih,1547903
nmrd,1602078
nmrk,1690680
nmtc,1500198
nn,1865631
nnavw,1865631
nnbr,918541
nndm,1643303
nnox,1795251
nodk,1681206
nogn,1841800
nognw,1841800
notv,720154
novt,1076930
novv,1858028
novvw,1858028
npce,1528287
nrac,1831964
nracw,1831964
nrbo,1638287
nrc,70487
nrds,1625278
nrim,1163370
nrix,1549595
nrsn,1875091
nrsnw,1875091
nrxp,1719406
nsit,932696
nspr,1433607
nssc,69633
nstg,1401708
nsts,1881592
nsys,722313
ntap,1002047
ntct,1078075
ntes,1110646
ntgr,1122904
ntic,875582
ntla,1652130
ntnx,1618732
ntra,1604821
ntrb,1676047
ntrbw,1676047
ntrs,73124
ntrso,73124
ntwk,1039280
nubi,1881551
nubiw,1881551
nuro,1289850
nutx,1479681
nuvl,1861560
nuwe,1506492
nuze,1527613
nvac,1859807
nvacr,1859807
nvax,1000694
nvcr,1645113
nvct,1875558
nvda,1045810
nvec,724910
nvee,1532961
nvei,1765159
nvfy,1473334
nviv,1292519
nvmi,1109345
nvno,1661053
nvos,1138978
nvts,1821769
nvve,1836875
nvvew,1836875
nvx,1859795
nwbi,1471265
nwe,73088
nwfl,1013272
nwl,814453
nwli,1635984
nwpx,1001385
nws,1564708
nwsa,1564708
nwtn,1932737
nxgl,1468929
nxglw,1468929
nxgn,708818
nxl,1527352
nxpi,1413447
nxpl,1058307
nxplw,1058307
nxst,1142417
nxtc,1661059
nxtp,1372183
nyax,1901279
nymt,1273685
nymtl,1273685
nymtm,1273685
nymtn,1273685
nymtz,1273685
nyxh,1857190
ob,1454938
oblg,746210
obt,1754226
ocax,1820175
ocaxw,1820175
occ,1000230
occi,1716951
occin,1716951
occio,1716951
ocea,1836612
ocfc,1004702
ocfcp,1004702
ocg,1776067
ocgn,1372299
ocsl,1414932
ocul,1393434
ocup,1228627
ocx,1642380
odfl,878927
odp,800240
oesx,1409375
ofix,884624
oflx,1317945
ofs,1487918
ofssh,1487918
ogi,1620737
ohaa,1870778
okta,1660134
okyo,1849296
olb,1314196
oled,1005284
olit,1866816
olitw,1866816
olk,1835539
olli,1639300
olma,1750284
olpx,1868726
om,1484612
omab,1378239
omcl,926326
omer,1285819
omex,798528
omga,1850838
omic,1850906
omqs,278165
on,1097864
onb,707179
onbpo,707179
onbpp,707179
onct,1260990
oncy,1129928
onds,1646188
onew,1772921
onfo,1825452
onfow,1825452
ontx,1130598
onvo,1497253
onyx,1849548
onyxw,1849548
op,1869467
opal,1842279
opbk,1722010
opch,1014739
open,1801169
opgn,1293818
ophc,1288855
opi,1456772
opinl,1456772
opk,944809
opof,740971
opra,1737450
oprt,1538716
oprx,1448431
opt,1815620
optn,1494650
opxs,1397016
orgn,1802457
orgnw,1802457
orgo,1661181
orgs,1460602
oric,1796280
orly,898173
ormp,1176309
orrf,826154
ortx,1748907
osa,1934064
osbc,357173
osis,1039065
ospn,1044777
oss,1394056
ost,1803407
ostk,1130713
osur,1116463
osw,1758488
otec,1846809
otex,1002638
otlk,1649989
otly,1843586
otmo,1842498
otrk,1136174
otrkp,1136174
ottr,1466593
ovbc,894671
ovid,1636651
ovly,1431567
oxbr,1584831
oxbrw,1584831
oxlc,1495222
oxlcl,1495222
oxlcm,1495222
oxlcn,1495222
oxlco,1495222
oxlcp,1495222
oxlcz,1495222
oxsq,1259429
oxsqg,1259429
oxsql,1259429
oxsqz,1259429
oxus,1852973
ozk,1569650
ozkap,1569650
paa,1070423
pacb,1299130
pacw,1102112
pacwp,1102112
pagp,1581990
pahc,1069899
pali,1357459
palt,1355839
panl,1606909
panw,1327567
para,813828
paraa,813828
parap,813828
pasg,1787297
pati,1616741
patk,76605
pavm,1624326
pavmz,1624326
pax,1825570
payo,1845815
payow,1845815
pays,1496443
payx,723531
pbax,1870404
pbaxw,1870404
pbbk,1849670
pbfs,1769663
pbhc,1609065
pbla,1029125
pbpb,1195734
pbts,1754323
pbyi,1401667
pcar,75362
pcb,1423869
pcct,1844149
pch,1338749
pcrx,1396814
pcsa,1533743
pct,1830033
pcti,1057083
pcttw,1830033
pcty,1591698
pcvx,1649094
pcyg,50471
pcyo,276720
pdco,891024
pdd,1737806
pdex,788920
pdfs,1120914
pdlb,1874071
pdsb,1472091
pebk,1093672
pebo,318300
peco,1476204
pega,1013857
pegy,22701
penn,921738
pep,77476
pepg,1835597
pepl,1873324
peplw,1873324
peri,1338940
pesi,891532
pet,1842356
petq,1668673
pets,1040130
petv,1512922
petww,1842356
petz,1684425
pev,1879848
pfbc,1492165
pfc,946647
pfg,1126328
pfie,1289636
pfin,75340
pfis,1056943
pfmt,1550695
pfsw,1095315
pfta,1853580
pftau,1853580
pfx,1490349
pgc,1050743
pgen,1356090
pgny,1551306
pgy,1883085
pgyww,1883085
phar,1828316
phat,1783183
phio,1533040
phun,1665300
phunw,1665300
phvs,1830487
pi,1114995
piii,1832511
piiiw,1832511
pik,1861522
pinc,1577916
pirs,1583648
pixy,1675634
pkbk,1315399
pkoh,76282
plab,810136
plao,1849737
plaou,1849737
play,1525769
plbc,1168455
plby,1803914
plce,1041859
pll,1728205
plmi,1840317
plmiw,1840317
plmr,1761312
plpc,80035
plrx,1746473
plse,1625101
pltk,1828016
plug,1093691
plur,1158780
plus,1022408
plxs,785786
plya,1692412
pmcb,1157075
pmd,806517
pmgm,1837607
pmgmw,1837607
pmn,1374339
pmts,1641614
pmvp,1699382
pnbk,1098146
pnfp,1115055
pnfpp,1115055
pnrg,56868
pnt,1811764
pntg,1766400
poai,1446159
podd,1145197
poet,1437424
pola,1622345
pool,945841
powi,833640
powl,80420
poww,1015383
powwp,1015383
ppbi,1028918
ppbt,1614744
ppc,802481
pphp,1863460
ppih,914122
ppsi,1449792
ppta,1526243
ppya,1894057
ppyau,1894057
ppyaw,1894057
praa,1185348
prax,1689548
prch,1784535
prct,1588978
prdo,1046568
pre,1876431
prenw,1876431
prft,1085869
prfx,1801834
prgs,876167
prld,1678660
prlhw,1856161
proc,1863362
procw,1863362
prof,1628808
prok,1850270
prov,1010470
prph,868278
prpl,1643953
prpo,1043961
prqr,1612940
prso,890394
prsr,1825473
prsru,1825473
prsrw,1825473
prta,1559053
prtc,1782999
prtg,1095435
prth,1653558
prtk,1178711
prts,1378950
prva,1759655
przo,1916241
psec,1287032
pshg,1481241
psmt,1041803
psnl,1527753
psny,1884082
psnyw,1884082
pstv,1095981
pstx,1661460
pt,1716338
ptc,857005
ptct,1070081
pten,889900
ptgx,1377121
ptix,1022899
ptixw,1022899
ptlo,1871509
ptmn,1372807
pton,1639825
ptpi,1815903
ptrs,832090
ptsi,798287
ptve,1527508
ptwo,1930313
pubm,1422930
pulm,1574235
puyi,1750264
pvbc,1778784
pwfl,1774170
pwod,716605
pwp,1777835
pwup,1847345
pwupw,1847345
pxlw,1040161
pxmd,1811623
pxs,1640043
pxsap,1640043
pxsaw,1640043
pycr,1839439
pypd,1611842
pypl,1633917
pyr,1743344
pyxs,1782223
pzza,901491
qcom,804328
qcrh,906465
qdel,1906324
qfin,1741530
qh,1781193
qipt,1540013
qlgn,1460702
qli,1779578
qlys,1107843
qmco,709283
qncx,1662774
qnrx,1671502
qnst,1117297
qqqx,1608741
qrhc,1442236
qrtea,1355096
qrteb,1355096
qrtep,1355096
qrvo,1604778
qsi,1816431
qsiaw,1816431
qtrx,1503274
qubt,1758009
quik,882508
qure,1590560
radi,1810739
rail,1320854
rain,1724979
rand,81955
rani,1856725
rapt,1673772
rare,1515673
rave,718332
raya,1825875
rbb,1499422
rbbn,1708055
rbcaa,921557
rbkb,1751783
rcac,1874218
rcat,748268
rcel,1762303
rckt,1281895
rcky,895456
rcm,1910851
rcmt,700841
rcon,1442620
rcrt,1462223
rdcm,1016838
rdfn,1382821
rdhl,1553846
rdi,716634
rdib,716634
rdnt,790526
rdvt,1720116
rdwr,1094366
real,1573221
reax,1862461
rebn,1707910
ree,1843588
refi,1867949
refr,793524
reg,910606
regn,872589
rekr,1697851
reli,1812727
reliw,1812727
rell,355948
rely,1782170
rene,1889112
reneu,1889112
rent,1468327
repl,1737953
reta,1358762
reto,1687277
revb,1810560
revbw,1810560
reyn,1786431
rfac,1847607
rfil,740664
rgc,1829667
rgco,1069533
rgen,730272
rgf,1871149
rgld,85535
rgls,1505512
rgnx,1590877
rgp,1084765
rgti,1838359
rgtiw,1838359
ribt,1063537
rick,935419
rigl,1034842
rily,1464790
rilyg,1464790
rilyk,1464790
rilyl,1464790
rilym,1464790
rilyn,1464790
rilyo,1464790
rilyp,1464790
rilyt,1464790
rilyz,1464790
riot,1167419
rivn,1874178
rkda,1469443
rklb,1819994
rlay,1812364
rlmd,1553643
rlyb,1739410
rmbi,1767837
rmbl,1596961
rmbs,917273
rmcf,1616262
rmgc,1838108
rmgcw,1838108
rmni,1635282
rmr,1644378
rmti,1041024
rna,1599901
rnaz,1829635
rnlx,1811115
rnst,715072
rnw,1848763
rnwww,1848763
rnxt,1574094
road,1718227
rock,912562
rocl,1885998
roclu,1885998
roic,1407623
roiv,1635088
roku,1428439
root,1788882
rop,882835
rose,1870129
rosew,1870129
rost,745732
rovr,1826018
rpay,1720592
rpd,1560327
rphm,1637715
rpid,1380106
rprx,1802768
rptx,1808158
rrbi,1071236
rrgb,1171759
rrr,1653653
rsls,1427570
rsss,1386301
rsvr,1824403
rsvrw,1824403
run,1469367
rusha,1012019
rushb,1012019
rvlp,1739426
rvmd,1628171
rvnc,1479290
rvph,1742927
rvphw,1742927
rvsb,1041368
rvsn,1743905
rway,1653384
rwayl,1653384
rwlk,1607962
rwod,1907223
rxrx,1601830
rxst,1111485
rxt,1810019
ryaay,1038683
rytm,1649904
rzlt,1509261
sabr,1597033
sabs,1833214
sabsw,1833214
saft,1172052
saga,1855351
sagar,1855351
sagau,1855351
sage,1597553
sai,1847075
saia,1177702
saitw,1847075
salm,1050606
sama,1843100
samaw,1843100
samg,1549966
sana,1770121
sang,1753368
sanm,897723
sanw,1477246
sasi,788611
sasr,824410
satl,1874315
satlw,1874315
sats,1415404
sava,1069530
sbac,1034054
sbcf,730708
sbet,1025561
sbfg,767405
sbfm,1402328
sbfmw,1402328
sbgi,912752
sblk,1386716
sbra,1492298
sbsi,705432
sbt,1680379
sbux,829224
schl,866729
sckt,944075
scor,1158172
scph,1604950
scpl,1760717
scrm,1893325
scrmw,1893325
scsc,918965
scvl,895447
scwo,933972
scwx,1468666
scyx,1178253
sdc,1775625
sdgr,1490978
sdig,1856028
seat,1856031
seatw,1856031
seco,1633441
sedg,1419612
seed,1321851
seel,1017491
seer,1726445
seic,350894
selb,1453687
self,1031235
senea,88948
seneb,88948
sera,1534969
sevn,1452477
sfbc,1541119
sfe,86115
sfix,1576942
sfm,1575515
sfnc,90498
sfst,1090009
sft,1762322
sga,886136
sgbx,1023994
sgc,95574
sgen,1060736
sgh,1616533
sght,1531177
sgii,1869824
sgiiw,1869824
sgly,1422892
sgma,915358
sgml,1848309
sgmo,1001233
sgrp,1004989
sgry,1638833
shbi,1035092
shc,1822479
shcr,1816233
shcrw,1816233
shen,354963
ship,1448397
shls,1831651
shoo,913241
shph,1757499
shpw,1784851
shua,1886268
shyf,743238
sibn,1459839
sidu,1879726
sieb,65596
sien,1551693
sify,1094324
siga,1010086
sigi,230557
sigip,230557
silc,916793
silk,1397702
silo,1514183
simo,1329394
sint,1269026
siri,908937
sisi,1300734
sitm,1451809
sj,1753673
skgr,1912461
skgru,1912461
skgrw,1912461
skin,1818093
skyt,1819974
skyw,793733
skyx,1598981
slab,1038074
slac,1834755
slam,1838162
slamu,1838162
slamw,1838162
sldb,1707502
sldp,1844862
sldpw,1844862
slgc,1837412
slgcw,1837412
slgl,1684693
slm,1032033
slmbp,1032033
sln,1479615
slna,1909417
slng,1043186
slnh,64463
slnhp,64463
slno,1484565
slp,1023459
slrc,1418076
slrx,1615219
sls,1390478
slvr,1842644
slvru,1842644
slvrw,1842644
smapw,1863990
smbc,916907
smbk,1038773
smci,1375365
smfl,1851860
smid,924719
smlr,1554859
smmf,811808
smmt,1599298
smpl,1702744
smsi,948708
smtc,88941
smti,714256
smx,1940674
snax,1691936
snaxw,1691936
snbr,827187
snce,1819113
sncr,1131554
sncrl,1131554
sncy,1743907
snd,1529628
sndl,1766600
sndx,1395937
snes,1680378
snex,913760
snfca,318673
sngx,812796
snoa,1367083
snpo,1856430
snps,883241
snpx,1571934
snse,1829802
snt,896494
sntg,1810467
snti,1854270
sny,1121404
sobr,1425627
sofi,1818874
sofo,1029744
soho,1301236
sohob,1301236
sohon,1301236
sohoo,1301236
sohu,1734107
solo,1637736
sond,1819395
sondw,1819395
sonm,1178697
sonn,1106838
sono,1314727
sopa,1817511
soph,1840706
sotk,806172
soun,1840856
sounw,1840856
sovo,1856608
sp,1059262
spcb,1291855
spfi,1163668
spgc,1934245
spi,1210618
splk,1353283
spns,885740
spok,1289945
sprb,1683553
sprc,1611746
spro,1701108
spsc,1092699
spt,1517375
sptn,877422
spwh,1132105
spwr,867773
sqft,1080657
sqftp,1080657
sqftw,1080657
sql,1605888
sqllw,1605888
srad,1836470
srce,34782
srcl,861878
srdx,924717
srpt,873303
srrk,1727196
srts,1494891
srzn,1824893
ssb,764038
ssbk,1689731
ssic,1843162
sskn,1051514
ssnc,1402436
ssnt,1236275
ssp,832428
ssrm,921638
ssss,1509470
ssssl,1509470
ssti,1351636
ssys,1517396
staa,718937
staf,1499717
stba,719220
stbx,1914818
stcn,914712
step,1796022
ster,1645070
stgw,876883
stim,1227636
stix,1896049
stixw,1896049
stkh,1828098
stkl,351834
stks,1399520
stld,1022671
stne,1745431
stok,1623526
stra,1013934
strc,1826681
strcw,1826681
strl,874238
strm,1008586
stro,1382101
strr,707388
strrp,707388
strs,885508
strt,933034
stss,1737995
sttk,1680367
stx,1137789
sunw,1172631
supn,1356576
surg,1392694
surgw,1392694
svc,945394
svfd,1789192
svii,1843477
svra,1160308
svre,1894693
svvc,1495584
swav,1642545
swbi,1092796
swim,1833197
swkh,1089907
swks,4127
swss,1838000
swssw,1838000
swtx,1773427
swvl,1875609
swvlw,1875609
sxtc,1723980
sy,1758530
sybt,835324
sybx,1527599
sym,1837240
syna,817720
synh,1610950
sypr,864240
syrs,1556263
syta,1649009
sytaw,1649009
szzl,1829322
szzlw,1829322
tact,1017303
tait,942126
talk,1803901
talkw,1803901
tals,1827506
tanh,1588084
taop,1552670
tara,1359931
tars,1819790
task,1829864
tast,809248
tatt,808439
tayd,96536
tbbk,1295401
tbcp,1815753
tbcpw,1815753
tbla,1840502
tblaw,1840502
tbld,1820378
tblt,1668370
tbltw,1668370
tbnk,1447051
tbph,1583107
tc,1743340
tcbc,1850398
tcbi,1077428
tcbio,1077428
tcbk,356171
tcbp,1872812
tcbs,1849466
tcbx,1781730
tcmd,1027838
tcom,1269238
tcon,1394319
tcpc,1370755
tcrt,1107421
tcrx,1783328
tcx,909494
tdup,1484778
team,1650372
tech,842023
tectp,1766526
tedu,1592560
tela,1561921
tenb,1660280
tenk,1851484
tenx,34956
ter,97210
tern,1831363
tete,1900679
tffp,1733413
tfsl,1381668
tgaa,1847355
tgaaw,1847355
tgan,1715768
tgl,1905956
tgtx,1001316
tgvcu,1865191
tgvcw,1865191
th,1712189
thch,1877333
thcp,1843993
thcpw,1843993
thff,714562
thmo,811212
thrd,1923840
thrm,903129
thrn,1844280
thrx,1745020
thry,1556739
thtx,1512717
thwww,1712189
tigo,912958
tigr,1756699
til,1789769
tile,715787
tipt,1393726
tirx,1782941
titn,1409171
tivc,1787740
tklf,1836242
tkno,1850902
tlf,909724
tlgy,1879814
tlgyw,1879814
tlis,1584751
tlry,1731348
tls,320121
tlsa,1723069
tmc,1798562
tmci,1630627
tmcww,1798562
tmdx,1756262
tmtc,1879851
tmus,1283699
tndm,1438133
tngx,1819133
tnon,1560293
tnxp,1430306
tnya,1858848
toi,1799191
toiiw,1799191
tomz,314227
top,1848275
tops,1296484
tour,1597095
tpcs,1328792
tpg,1880661
tpic,1455684
tpst,1544227
trda,1689375
tree,1434621
trhc,1651561
trib,888721
trin,1786108
trinl,1786108
trip,1526520
trka,1021096
trkaw,1021096
trmb,864749
trmd,1655891
trmk,36146
trmr,1849396
trns,99302
tron,1847513
troo,1412095
trow,1113169
trs,842633
trst,357301
true,1327318
trup,1371285
trvg,1683825
trvi,1563880
trvn,1429560
tsat,1845840
tsbk,1046050
tsco,916365
tsem,928876
tsha,1806310
tsla,1318605
tsp,1823593
tsri,98338
tsvt,1860782
ttd,1671933
ttec,1013880
ttek,831641
ttgt,1293282
ttmi,1116942
ttnp,910267
ttoo,1492674
ttsh,1552800
ttwo,946581
turn,893739
tusk,1679268
tvtx,1438533
tw,1758730
twin,100378
twks,1866550
twlv,1819498
twlvw,1819498
twnk,1644406
twou,1459417
twst,1581280
txg,1770787
txmd,25743
txn,97476
txrh,1289460
tyra,1863127
tzoo,1133311
ual,100517
ubcp,731653
ubfo,1137547
ubsi,729986
ubx,1463361
ucbi,857855
ucbio,857855
ucl,1775898
uctt,1275014
udmy,1607939
ueic,101984
ufcs,101199
ufpi,912767
ufpt,914156
ug,101295
ugro,1706524
uk,1821424
ukomw,1821424
ulbi,875657
ulcc,1670076
ulh,1308208
ulta,1403568
umbf,101382
unb,706863
uncy,1766140
unit,1620280
unty,920427
uone,1041657
uonek,1041657
upc,1809616
upld,1505155
upst,1647639
uptd,1844417
uptdw,1844417
upwk,1627475
upxi,1775194
urbn,912615
urgn,1668243
uroy,1711570
usap,931584
usau,27093
uscb,1901637
usct,1860514
usctw,1860514
usea,1912847
useg,101594
usio,1088034
uslm,82020
utaa,1879221
utaau,1879221
uthr,1082554
utmd,706698
utrs,1452965
utsi,1030471
uvsp,102212
uxin,1729173
vabk,1572334
vacc,1828185
valn,1836564
valu,717720
vani,1266806
vaxx,1851657
vbfc,1290476
vbiv,764195
vblt,1603207
vbnk,1690639
vbtx,1501570
vc,1111335
vcel,887359
vcnx,1205922
vcsa,1874944
vctr,1570827
vcxa,1848898
vcxau,1848898
vcxaw,1848898
vcyt,1384101
veco,103145
vedu,1892274
veee,1855509
veon,1468091
vera,1831828
verb,1566610
verbw,1566610
veri,1615165
vero,1409269
veru,863894
verv,1840574
verx,1806837
very,1575434
vev,1834975
vff,1584549
vhna,1868640
vhnau,1868640
via,1606268
viasp,1606268
viav,912093
vicr,751978
view,1811856
vieww,1811856
vigl,1827087
vii,1826011
vinc,1796129
vino,1559998
vinp,1826286
viot,1742770
vir,1706431
virc,751365
viri,1818844
virt,1592386
virx,1061027
visl,1565228
vitl,1579733
vivk,1450704
vjet,1582581
vktx,1607678
vlcn,1829794
vlgea,103595
vly,714310
vlypo,714310
vlypp,714310
vmar,1813783
vmcaw,1892747
vmd,1729149
vmeo,1837686
vnda,1347178
vnet,1508475
